domain,reason,worklist,name,country,language,note
atr.kz,homepage_unreachable,shortlist,Q12530667,kz,kk,
atzalynas.kedainiai.lm.lt,homepage_unreachable,shortlist,Atžalynas,lt,lt,
aztv.az,homepage_unreachable,shortlist,AzTV,az,az,
babruysk.by,homepage_unreachable,shortlist,Bobruyskiy Kurier,by,ru,
bahanafm.co.id,homepage_unreachable,shortlist,Q121548785,id,id,
bakhtarnews.af,homepage_unreachable,shortlist,Bakhtar News Agency,af,,
bakudialogues.ada.edu.az,homepage_unreachable,shortlist,Baku Dialogues,az,en,
balkanjournal.net,homepage_unreachable,shortlist,Journal of Balkan Studies,mk,en,
bankikredyt.nbp.pl,homepage_unreachable,shortlist,Bank i Kredyt,pl,pl,
bctv.co.id,homepage_unreachable,shortlist,Kompas TV Jawa Timur,id,id,
besheva.co.il,homepage_unreachable,shortlist,B'Sheva,il,he,
besteleven.co.kr,homepage_unreachable,shortlist,Best Eleven,kr,ko,
betvburundi.com,homepage_unreachable,shortlist,BeTV,bi,,
bibl.u-szeged.hu,homepage_unreachable,shortlist,Hungarológiai Értesítő,hu,hu,
bilimtv.kz,homepage_unreachable,shortlist,Q4086696,kz,kk,
bimatkedem.co.il,homepage_unreachable,shortlist,Q6957741,il,he,
bk-brest.by,homepage_unreachable,shortlist,Brestskiy Kurier,by,ru,
blackdove.co.il,homepage_unreachable,shortlist,Q125536657,il,he,
bookaholic.ro,homepage_unreachable,shortlist,BookAholic,ro,ro,
borba.rs,homepage_unreachable,shortlist,Borba,rs,sr,
borneobulletin.com.bn,homepage_unreachable,shortlist,Borneo Bulletin,bn,en,
boskatv.pl,homepage_unreachable,shortlist,Boska TV,pl,pl,
bravotv.is,homepage_unreachable,shortlist,Tónlist,is,is,
bs-tbs.co.jp,homepage_unreachable,shortlist,BS-TBS,jp,ja,
bta.bg,homepage_unreachable,shortlist,Bulgarian News Agency,bg,bg,
byavisa.sandefjord.no,homepage_unreachable,shortlist,Byavisa Sandefjord,no,no,
c1.mn,homepage_unreachable,shortlist,C1 Television,mn,mn,
cadenaser.com,homepage_unreachable,shortlist,Q131178555,ad,,
canal3.md,homepage_unreachable,shortlist,Canal 3,md,,
canal3quimistan.com,homepage_unreachable,shortlist,Canal 3 Quimistan,hn,,
canal9.com.ni,homepage_unreachable,shortlist,Canal 9,ni,,
capital.bg,homepage_unreachable,shortlist,Capital,bg,bg,
carmilla.jp,homepage_unreachable,shortlist,Carmilla,jp,ja,
casopis.hostbrno.cz,homepage_unreachable,shortlist,Host,cz,cs,
catalunyareligio.cat,homepage_unreachable,shortlist,Q20107836,es,ca,
cbc.az,homepage_unreachable,shortlist,CBC Azerbaijan,az,ru,
ccmtv.co.kr,homepage_unreachable,shortlist,Christian Music Television,ar,ko,
cenub.arbtv.az,homepage_unreachable,shortlist,ARB Cənub,az,az,
cinema.se,homepage_unreachable,shortlist,Cinema,se,sv,
cityradio.rw,homepage_unreachable,shortlist,City Radio -Rwanda,rw,,
cljournal.az,homepage_unreachable,shortlist,Q121094525,az,az,
clubfm.net,homepage_unreachable,shortlist,"Club FM, Tirana",al,,
confidencial.com.ni,homepage_unreachable,shortlist,Confidencial,ni,,
contenta.ek.szte.hu,homepage_unreachable,shortlist,Belvedere Meridionale,hu,hu,
cosmo.kz,homepage_unreachable,shortlist,Cosmopolitan Kazakhstan,kz,kk,
cppsych.umlub.pl,homepage_unreachable,shortlist,Current Problems of Psychiatry,pl,pl,
cubetv.tv,homepage_unreachable,shortlist,Cube Tv,kr,ko,
cybc.com.cy,homepage_unreachable,shortlist,RIK 1,cy,,
daaitv.co.id,homepage_unreachable,shortlist,DAAI TV,id,id,
dacenter.tau.ac.il,homepage_unreachable,shortlist,Q6628033,il,he,
dailypharm.com,homepage_unreachable,shortlist,Dailypharm,kr,ko,
dainikagradoot.com,homepage_unreachable,shortlist,Dainik Agradoot,in,as,
dalga.az,homepage_unreachable,shortlist,Dalğa TV,az,az,
dc.viamedica.pl,homepage_unreachable,shortlist,Diabetes Care,pl,pl,
ddktripura.tv,homepage_unreachable,shortlist,DD Tripura,in,bn,
derby-sports.gr,homepage_unreachable,shortlist,Q1199955,gr,el,
dfm.ee,homepage_unreachable,shortlist,DFM,ru,et,
dgt.uns.ac.rs,homepage_unreachable,shortlist,Turizam,rs,sr,
diena.lv,homepage_unreachable,shortlist,Diena,lv,lv,
diggari.fi,homepage_unreachable,shortlist,Diggari,fi,fi,
dinamani.com,homepage_unreachable,shortlist,Dinamani,in,ta,
diplomata-kurdi.com,homepage_unreachable,shortlist,Dîplomata Kurdî,az,ru,
djiido.tech,homepage_unreachable,shortlist,Q3416635,nc,fr,
donbosco.hr,homepage_unreachable,shortlist,Don Bosco today,hr,hr,
drassana.net,homepage_unreachable,shortlist,lletraferit,es,ca,
droshak.am,homepage_unreachable,shortlist,Droshak,am,hy,
drustvohistoricaratk.com,homepage_unreachable,shortlist,Historijska Misao,ba,en,
dtv.md,homepage_unreachable,shortlist,DTV,md,,
dua.com.ua,homepage_unreachable,shortlist,Democratic Ukraine,ua,uk,
dwnbahasa.dbp.my,homepage_unreachable,shortlist,Q12685682,my,ms,
e-gfos.gfos.hr,homepage_unreachable,shortlist,e-GFOS,hr,hr,
eepl.at.ua,homepage_unreachable,shortlist,East European Journal of Psycholinguistics,ua,uk,
efos.unios.hr,homepage_unreachable,shortlist,Ekonomski Vjesnik,hr,hr,
ejournal.uinsalatiga.ac.id,homepage_unreachable,shortlist,Millati: Journal of Islamic Studies and Humanities,id,id,
ekonomia.i.prawo.umk.pl,homepage_unreachable,shortlist,Ekonomia i Prawo.,pl,pl,
ektenyheter.no,homepage_unreachable,shortlist,Ekte Nyheter,no,nb,
elnuevodiario.com.ni,homepage_unreachable,shortlist,El Nuevo Diario,ni,es,
elodia.intnet.bj,homepage_unreachable,shortlist,La Nation,bj,fr,
elvallenc.com,homepage_unreachable,shortlist,Q11918649,es,ca,
emroztv.com,homepage_unreachable,shortlist,Emrooz TV,af,,
ena.skylifetv.co.kr,homepage_unreachable,shortlist,ENA,kr,ko,
epaper.ekdin.info,homepage_unreachable,shortlist,Ekdin,in,bn,
erkinkarakalpak.uz,homepage_unreachable,shortlist,Erkin Qaraqalpaqstan,uz,,
eslah.tv,homepage_unreachable,shortlist,Eslah TV,af,,
etv.lk,homepage_unreachable,shortlist,ETV,lk,si,
extra.epaper.fi,homepage_unreachable,shortlist,Finnish Medical Journal,fi,fi,
fahrenheit.net.pl,homepage_unreachable,shortlist,Fahrenheit (fanzine),pl,pl,
farda.af,homepage_unreachable,shortlist,Rah-e-Farda,af,,
ffpr.edu.rs,homepage_unreachable,shortlist,Zbornik Radova Filozofskog Fakulteta u Prištini,rs,sr,
fie.onaft.edu.ua,homepage_unreachable,shortlist,Ekonomìka Harčovoï Promislovostì,ua,uk,
fig.lib.harvard.edu,homepage_unreachable,shortlist,Q17629009,at,la,
fixtv.mconet.hu,homepage_unreachable,shortlist,Fix.tv,hu,hu,
fjl.se,homepage_unreachable,shortlist,Får jag lov,se,sv,
fm101.gov.pk,homepage_unreachable,shortlist,FM 101,pk,ur,
fm762.jp,homepage_unreachable,shortlist,FM Yukiguni,jp,ja,
fm777.co.jp,homepage_unreachable,shortlist,FM Fukuyama,jp,ja,
fmf.co.jp,homepage_unreachable,shortlist,FM Fukushima,jp,ja,
fmfuji.jp,homepage_unreachable,shortlist,FM Fuji,jp,ja,
fmoita.co.jp,homepage_unreachable,shortlist,FM Ōita,jp,ja,
fmpst.co.jp,homepage_unreachable,shortlist,Chugoku Communication Network,jp,ja,
fmyokohama.co.jp,homepage_unreachable,shortlist,FM Yokohama,jp,ja,
forum-empresarial.uprrp.edu,homepage_unreachable,shortlist,Fórum Empresarial,pr,en,
forum.ad,homepage_unreachable,shortlist,Q20105618,ad,ca,
forumarkeologi.kemdikbud.go.id,homepage_unreachable,shortlist,Forum Arkeologi,id,id,
forumdelasemaine.tg,homepage_unreachable,shortlist,Forum de la Semaine,tg,,
fos.unm.si,homepage_unreachable,shortlist,Izzivi Prihodnosti,si,sl,
foxtv.fi,homepage_unreachable,shortlist,Fox,fi,fi,
fst.onaft.edu.ua,homepage_unreachable,shortlist,Harčova Nauka ì Tehnologìâ,ua,uk,
funtampere.fi,homepage_unreachable,shortlist,FUN Tampere,fi,fi,
gabzfm.com,homepage_unreachable,shortlist,Gabz FM,bw,,
galiciahoxe.com,homepage_unreachable,shortlist,Galicia Hoxe,es,gl,
gastro.zaslavsky.com.ua,homepage_unreachable,shortlist,Gastroenterologìa,ua,uk,
gaudeamus.fm,homepage_unreachable,shortlist,KTU radio Gaudeamus,lt,,
gazeta-agon.al,homepage_unreachable,shortlist,Agon,al,sq,
gazetarepublika.al,homepage_unreachable,shortlist,Republika,al,sq,
gds.ro,homepage_unreachable,shortlist,Gazeta de Sud,ro,ro,
generaldaily.com,homepage_unreachable,shortlist,General,in,ml,
geofizika-journal.gfz.hr,homepage_unreachable,shortlist,Geofizika,hr,hr,
geosymp.wnoz.us.edu.pl,homepage_unreachable,shortlist,Contemporary Trends in Geoscience,pl,pl,
gf.uns.ac.rs,homepage_unreachable,shortlist,Zbornik Radova Građevinskog Fakulteta,rs,sr,
glas-koncila.hr,homepage_unreachable,shortlist,Sveta Cecilija,hr,hr,
golagha.ir,homepage_unreachable,shortlist,Golagha,ir,fa,
goneviraltv.com,homepage_unreachable,shortlist,Gone Viral TV,bb,,
grenda.no,homepage_unreachable,shortlist,Grenda,no,nn,
gulf-daily-news.com,homepage_unreachable,shortlist,Gulf Daily News,bh,en,
gunesh.arbtv.az,homepage_unreachable,shortlist,ARB Günəş,az,az,
gwanbo.go.kr,homepage_unreachable,shortlist,Gazette of South Korea,kr,ko,
hadashothasavua.com,homepage_unreachable,shortlist,Q20502341,il,he,
hagada.org.il,homepage_unreachable,shortlist,Hagada Hasmalit,il,he,
hakehila.fi,homepage_unreachable,shortlist,Hakehila,fi,fi,
hangmeas.com.kh,homepage_unreachable,shortlist,Hang Meas HDTV,kh,,
haobaodaily.co.id,homepage_unreachable,shortlist,Hao Bao Daily,id,id,
happytv.rs,homepage_unreachable,shortlist,Happy TV,rs,sr,
hde.hr,homepage_unreachable,shortlist,Ekonomski pregled,hr,hr,
hdplus.cz,homepage_unreachable,shortlist,HD+,cz,cs,
hfiloloskod.hr,homepage_unreachable,shortlist,Jezik,hr,hr,
hot932fm.com,homepage_unreachable,shortlist,PM2FAW,id,id,
hrvatskodrustvopisaca.hr,homepage_unreachable,shortlist,Književna republika 2003-,hr,sh,
humsay.tv,homepage_unreachable,shortlist,Humsay,tv,,
hups.mil.gov.ua,homepage_unreachable,shortlist,Information Processing Systems,ua,uk,
hyllidrites.com,homepage_unreachable,shortlist,Hylli i Dritës,al,sq,
ichanneltv.co.id,homepage_unreachable,shortlist,I Channel,id,id,
ics.cas.cz,homepage_unreachable,shortlist,Listy filologické,cz,cs,
id-press.eu,homepage_unreachable,shortlist,Open access Macedonian journal of medical sciences,mk,en,
idf.il,homepage_unreachable,shortlist,Q61125794,il,he,
idmantv.az,homepage_unreachable,shortlist,Idman Azerbaijan TV,az,az,
iep.bg.ac.rs,homepage_unreachable,shortlist,Ekonomika Poljoprivrede (1979),rs,sr,
iib.ac.rs,homepage_unreachable,shortlist,Istorijski casopis : organ Istorijskog instituta Srpske akademije nauka i umetnosti,rs,bs,
ijasr.um.ac.ir,homepage_unreachable,shortlist,Iranian Journal of Animal Sceince Research,ir,fa,
iktv.ir,homepage_unreachable,shortlist,IRIB Iran Kala,ir,fa,
inewstv_indonesia.id,homepage_unreachable,shortlist,iNews,id,id,
intv.id,homepage_unreachable,shortlist,INtv Banten,id,id,
irbis-nbuv.gov.ua,homepage_unreachable,shortlist,Anali Mečnikìvsʹkogo Institutu,ua,uk,
islamhebdonews.net,homepage_unreachable,shortlist,Islam Hebdo,bj,fr,
israeli-sociology.sites.tau.ac.il,homepage_unreachable,shortlist,Israeli Sociology,il,he,
istorie.ugal.ro,homepage_unreachable,shortlist,Analele Universităţii Dunărea de Jos din Galaţi Fascicula XIX Istorie,ro,ro,
it-moldova.md,homepage_unreachable,shortlist,Q16486879,md,ro,
itmo.by,homepage_unreachable,shortlist,Journal of Engineering Physics and Thermophysics,by,ru,
jadeedindinon.net,homepage_unreachable,shortlist,Jadeed Indinon,in,ur,
jallu.fi,homepage_unreachable,shortlist,Jallu,fi,fi,
janamsakshi.org,homepage_unreachable,shortlist,Janam Sakshi,in,te,
janasadharan.in,homepage_unreachable,shortlist,Janasadharan,in,as,
jarums.arums.ac.ir,homepage_unreachable,shortlist,Journal of Ardabil University of Medical Sciences,ir,fa,
jasontv.co.id,homepage_unreachable,shortlist,Q119084268,id,id,
jatkoaika.com,homepage_unreachable,shortlist,Jatkoaika.com,fi,fi,
jech.umsha.ac.ir,homepage_unreachable,shortlist,Journal of Education and Community Health,ir,fa,
jeny.szte.hu,homepage_unreachable,shortlist,Jelentés és Nyelvhasználat,hu,hu,
jewelry-korea.com,homepage_unreachable,shortlist,Jewelry Korea,kr,ko,
jfl.iaun.ac.ir,homepage_unreachable,shortlist,International Journal of Foreign Language Teaching and Research,ir,fa,
jibs.co.kr,homepage_unreachable,shortlist,Jeju International Broadcasting System,kr,ko,
jip.gridoto.com,homepage_unreachable,shortlist,Jip,id,id,
jist.irandoc.ac.ir,homepage_unreachable,shortlist,Iranian Journal of Information Processing & Management,ir,fa,
jjtv.ir,homepage_unreachable,shortlist,Jame Jam 2,ir,fa,
jlst.fl.uni-mb.si,homepage_unreachable,shortlist,Logistics & Sustainable Transport,si,sl,
journal-knukim.com.ua,homepage_unreachable,shortlist,Bulletin of Kyiv National University of Culture and Arts: Series in Arts,ua,uk,
journal.alqalamjournalpu.com,homepage_unreachable,shortlist,Al-Qalam,pk,ur,
journal.kap.or.kr,homepage_unreachable,shortlist,Journal of Korean Academy of Prosthodontics,kr,ko,
journal.stainkudus.ac.id,homepage_unreachable,shortlist,Qudus International Journal of Islamic Studies,id,id,
journal2.um.ac.id,homepage_unreachable,shortlist,"BASINDO: Jurnal Kajian Bahasa, Sastra Indonesia, dan Pembelajarannya",mk,id,
journalhoroya.info,homepage_unreachable,shortlist,Q25388214,gn,,
journals.arums.ac.ir,homepage_unreachable,shortlist,Journal of Ardabil University of Medical Sciences,ir,fa,
journals.bsu.by,homepage_unreachable,shortlist,Journal of the Belarusian State University History,by,be,
journals.ispan.edu.pl,homepage_unreachable,shortlist,Adeptus,pl,pl,
journals.onaft.edu.ua,homepage_unreachable,shortlist,Avtomatizaciâ Tehnologičeskih i Biznes-Processov,ua,uk,
journals.uu.se,homepage_unreachable,shortlist,Eranos,se,sv,
jsmagazine.ir,homepage_unreachable,shortlist,Jondi Shapour Magazine,ir,fa,
jtv.co.kr,homepage_unreachable,shortlist,Jeonju Television,kr,ko,
juniornyt.dk,homepage_unreachable,shortlist,JuniorMedia News,dk,da,
jurnal.lipi.go.id,homepage_unreachable,shortlist,Physics Journal of the IPS,id,id,
jurnal.untirta.ac.id,homepage_unreachable,shortlist,Candrasangkala: Journal of Education and History,id,id,
jydsknaturhistorisk.dk,homepage_unreachable,shortlist,Flora og Fauna,dk,da,
kaltara.prokal.co,homepage_unreachable,shortlist,PROKAL.co,id,id,
kanal4.dk,homepage_unreachable,shortlist,Kanal 4,dk,da,
kanal5.hr,homepage_unreachable,shortlist,Kanal 5,hr,hr,
kapata-arkeologi.kemdikbud.go.id,homepage_unreachable,shortlist,Kapata Arkeologi,id,id,
karib.no,homepage_unreachable,shortlist,Karib,se,no,
kbsn.co.kr,homepage_unreachable,shortlist,KBS N SPORTS,kr,ko,
ke.uni.lodz.pl,homepage_unreachable,shortlist,Comparative Economic Research,pl,pl,
khitthitnews.com,homepage_unreachable,shortlist,Khit Thit Media,mm,my,
kimpress.by,homepage_unreachable,shortlist,Mastactva,by,be,
kinobox.cz,homepage_unreachable,shortlist,Kinobox,cz,cs,
kleio.ee,homepage_unreachable,shortlist,Ajalooline Ajakiri,ee,et,
knjizevni-krug.hr,homepage_unreachable,shortlist,Mogućnosti,hr,hr,
kobaco.co.kr,homepage_unreachable,shortlist,KOBACO(Korea Broadcast Adversing Corporation),kr,ko,
korzar.sme.sk,homepage_unreachable,shortlist,Korzár,sk,sk,
kozvisti.com.ua,homepage_unreachable,shortlist,Kozelshchynski visti,ua,uk,
kp.by,homepage_unreachable,shortlist,Komsomolskaya Pravda in Belarus,by,ru,
kries.hr,homepage_unreachable,shortlist,Kreativno-edukativni Studio,hr,hr,
kritep.gr,homepage_unreachable,shortlist,Q28464437,gr,el,
kse-jcu.org,homepage_unreachable,shortlist,Journal of Cardiovascular Ultrasound,kr,ko,
kuensel.com.bt,homepage_unreachable,shortlist,Kuensel,bt,en,
kvt-journal.org.ua,homepage_unreachable,shortlist,Kibernetika i vyčislitelʹnaâ tehnika,ua,uk,
kw.af,homepage_unreachable,shortlist,Kabul Weekly,af,en,
kzsport1.kz,homepage_unreachable,shortlist,KZ Sport 1,kz,kk,
la6.tv,homepage_unreachable,shortlist,Q3820620,tv,,
lacroixdubenin.com,homepage_unreachable,shortlist,La Croix du Bénin,bj,fr,
laikovima.com,homepage_unreachable,shortlist,Laiko Vima,al,,
lakimiesuutiset.fi,homepage_unreachable,shortlist,Lakimiesuutiset - Juristnytt,fi,fi,
latribu650am.com,homepage_unreachable,shortlist,La Tribu 650 AM,py,,
laulak.info,homepage_unreachable,shortlist,Laulak,pk,ur,
lautrevisionmag.com,homepage_unreachable,shortlist,L'autre vision,bj,fr,
law.pravos.hr,homepage_unreachable,shortlist,Pravni Vjesnik,hr,hr,
law.tau.ac.il,homepage_unreachable,shortlist,Q20502133,il,he,
lesechos.ml,homepage_unreachable,shortlist,Les Échos,ml,fr,
linnaleht.ee,homepage_unreachable,shortlist,Linnaleht,ee,et,
lj-bc.tv,homepage_unreachable,shortlist,Aljamahiriya TV,ly,,
ljkzedo.com.ba,homepage_unreachable,shortlist,"Medicinski glasnik : official publication of the Medical Association of Zenica-Doboj Canton, Bosnia and Herzegovina",ba,bs,
ll.ac.me,homepage_unreachable,shortlist,Logos et Littera: Interdisciplinary Approaches to Text,me,,
lpc.ly,homepage_unreachable,shortlist,Libya Panorama Channel,ly,,
m.vovworld.vn,homepage_unreachable,shortlist,Voice of Vietnam,vn,vi,
m7tv.ml,homepage_unreachable,shortlist,M7 Télévision,ml,,
magiran.com,homepage_unreachable,shortlist,Journal of Fundamentals of Mental Health,ir,fa,
magyarkurir.hu,homepage_unreachable,shortlist,Magyar Kurír,hu,hu,
mainap.hu,homepage_unreachable,shortlist,Mai Nap,hu,hu,
makvisti.com,homepage_unreachable,shortlist,Makarivs'ki visti,ua,uk,
malienaszinas.lv,homepage_unreachable,shortlist,Malienas Ziņas,lv,lv,
mangledigital.id,homepage_unreachable,shortlist,Manglé,id,id,
maroelamedia.co.za,homepage_unreachable,shortlist,Maroela Media,za,af,
mastv.cc,homepage_unreachable,shortlist,Macau Asia Satellite Television,mo,,
matud.iif.hu,homepage_unreachable,shortlist,Magyar Tudomány,hu,hu,
medeniyyettv.az,homepage_unreachable,shortlist,Medeniyyet TV,az,az,
mediapermata.com.bn,homepage_unreachable,shortlist,Media Permata,bn,ms,
medrazgl.org,homepage_unreachable,shortlist,Medicinski razgledi,si,,
megahitfm.com,homepage_unreachable,shortlist,Q139798986,bq,,
melakakini.my,homepage_unreachable,shortlist,Q12697551,my,ms,
metode.cat,homepage_unreachable,shortlist,Mètode,es,ca,
metrostudent.se,homepage_unreachable,shortlist,Metro Student Magazine,se,sv,
mfub.bg.ac.rs,homepage_unreachable,shortlist,Medicinski Podmladak,rs,sr,
mhi.com.my,homepage_unreachable,shortlist,Q12697551,my,ms,
miljoaktuellt.idg.se,homepage_unreachable,shortlist,Miljöaktuellt,se,sv,
minsknews.by,homepage_unreachable,shortlist,Minsknews,by,ru,
modralasta.hr,homepage_unreachable,shortlist,Modra lasta,hr,hr,
mtv.lt,homepage_unreachable,shortlist,MTV Lithuania & Latvia,lv,lt,
mtvsports.lk,homepage_unreachable,shortlist,TV 1,lk,si,
mushahidsd.net,homepage_unreachable,shortlist,Al-Mushahid Al-riyadiya,sd,ar,
mytv.co.id,homepage_unreachable,shortlist,Q27231700,id,id,
nacionalnata.com,homepage_unreachable,shortlist,Q105671669,si,,
namayeshtv.ir,homepage_unreachable,shortlist,IRIB Namayesh,ir,fa,
naxcivantv.az,homepage_unreachable,shortlist,Naxçıvan TV,az,az,
nbt.prd.go.th,homepage_unreachable,shortlist,Radio Thailand,th,th,
nbt2hd.prd.go.th,homepage_unreachable,shortlist,National Broadcasting Services of Thailand,th,th,
neotv.gr,homepage_unreachable,shortlist,New Epsilon TV,gr,el,
nexparabola.co.id,homepage_unreachable,shortlist,Nex Parabola,id,id,
noriq.co.kr,homepage_unreachable,shortlist,Daegyo New Life Plus,kr,ko,
novadnieks.lv,homepage_unreachable,shortlist,Novadnieks,lv,lv,
nt.viamedica.pl,homepage_unreachable,shortlist,Arterial Hypertension,pl,pl,
nula32.bg,homepage_unreachable,shortlist,Q94724542,bg,bg,
o2tv.rs,homepage_unreachable,shortlist,O2.TV,rs,sr,
obiteljski-radio.hr,homepage_unreachable,shortlist,Obiteljski radio,hr,hr,
olam-katan.co.il,homepage_unreachable,shortlist,Q6759891,il,he,
onaft-fie.com,homepage_unreachable,shortlist,Ekonomìka Harčovoï Promislovostì,ua,uk,
onasa.com.ba,homepage_unreachable,shortlist,ONASA,ba,,
one.mnbc.com.mv,homepage_unreachable,shortlist,Television Maldives,mv,,
ortm.ml,homepage_unreachable,shortlist,Office de Radiodiffusion-Télévision du Mali,ml,fr,
osservatoreromano.va,homepage_unreachable,shortlist,"Women, Church, World",va,it,
otetv.ote.gr,homepage_unreachable,shortlist,Cosmote Sport,gr,el,
pdiu.al,homepage_unreachable,shortlist,Përlindja e Shqipërisë,al,sq,
peoplesradio.fm,homepage_unreachable,shortlist,Peoples Radio 91.6 FM,bd,bn,
pharmj.org.ua,homepage_unreachable,shortlist,Farmatsevtychnyi zhurnal,ua,uk,
pi.edu.vn,homepage_unreachable,shortlist,Pi Journal,vn,vi,
pikiran-rakyat.com,homepage_unreachable,shortlist,Pikiran Rakyat,id,id,
pimi.bntu.by,homepage_unreachable,shortlist,Pribory i Metody Izmerenij,by,ru,
pjs.zaslavsky.com.ua,homepage_unreachable,shortlist,"Bolʹ, Sustavy, Pozvonočnik",ua,uk,
plus2radio.com.al,homepage_unreachable,shortlist,Plus 2 Radio,al,,
poljo-agri.com,homepage_unreachable,shortlist,Poljoprivreda,hr,hr,
popnonstop.si,homepage_unreachable,shortlist,Brio (TV channel),si,sl,
prd.go.th,homepage_unreachable,shortlist,Radio Thailand regional stations,th,th,
prosvita.org.ar,homepage_unreachable,shortlist,Ukrainske Slovo,ar,uk,
psihologie.upsc.md,homepage_unreachable,shortlist,Psihologia. Pedagogia specială. Asistența socială,md,ro,
ptno.ogr.ar.krakow.pl,homepage_unreachable,shortlist,Folia Horticulturae,pl,pl,
publika.md,homepage_unreachable,shortlist,Publika TV,md,,
r1.mu,homepage_unreachable,shortlist,Radio One,mu,,
radijas9.lt,homepage_unreachable,shortlist,Radijas 9,lt,lt,
radio-i.co.jp,homepage_unreachable,shortlist,Aichi International Broadcasting,jp,ja,
radio-jaska.hr,homepage_unreachable,shortlist,Radio Jaska,hr,hr,
radio-martin.hr,homepage_unreachable,shortlist,Zabavni Radio,hr,hr,
radioekspres.si,homepage_unreachable,shortlist,Radio Ekspres,si,sl,
radiohsr.dk,homepage_unreachable,shortlist,Q12332737,dk,da,
radiohuguka.rw,homepage_unreachable,shortlist,Radio Huguka,rw,,
radioritam.ba,homepage_unreachable,shortlist,Radio Ritam Sarajevo,ba,bs,
radiosamobor.hr,homepage_unreachable,shortlist,Radio Samobor,hr,hr,
radioskadar.me,homepage_unreachable,shortlist,Radio Skadar Lake,me,,
rankinglatinos.es,homepage_unreachable,shortlist,Ranking Latinos,do,es,
ravaya.lk,homepage_unreachable,shortlist,Ravaya,lk,si,
rdifm.co.id,homepage_unreachable,shortlist,Radio Dangdut Indonesia,id,id,
redguarani.com.py,homepage_unreachable,shortlist,Red Guaraní,py,,
reftech.irce.od.ua,homepage_unreachable,shortlist,Holodilʹnaâ Tehnika i Tehnologiâ,ua,uk,
reftech.onaft.edu.ua,homepage_unreachable,shortlist,Holodilʹnaâ Tehnika i Tehnologiâ,ua,uk,
religio.uinsby.ac.id,homepage_unreachable,shortlist,Religió: Jurnal Studi Agama-agama,id,id,
retrofm.kz,homepage_unreachable,shortlist,Retro FM,ru,kk,
retsrapport.dk,homepage_unreachable,shortlist,Q135314690,dk,da,
revijadodo.si,homepage_unreachable,shortlist,Dodo,si,sl,
revista-arca.ro,homepage_unreachable,shortlist,ARCA,ro,ro,
revista.medicinauni.edu.py,homepage_unreachable,shortlist,Revista Virtual de Posgrado de la Facultad de Medicina de la Universidad Nacional de Itapua,py,es,
revista.unanleon.edu.ni,homepage_unreachable,shortlist,Revista Iberoamericana de Bioeconomía y Cambio Climàtico,ni,es,
revistaklan.com,homepage_unreachable,shortlist,Klan,al,sq,
revistas.uni.edu.ni,homepage_unreachable,shortlist,Nexo,ni,es,
revistasnicaragua.cnu.edu.ni,homepage_unreachable,shortlist,Encuentro,ni,,
rgazeta.by,homepage_unreachable,shortlist,Perspective,by,ru,
rhodes.aegean.gr,homepage_unreachable,shortlist,Mediterranean Archaeology and Archaeometry,gr,el,
rijeka.hr,homepage_unreachable,shortlist,Drenovski list,hr,hr,
rockforyou.net,homepage_unreachable,shortlist,Rock For You SK,sk,sk,
rpa-radiyoyacu.org,homepage_unreachable,shortlist,Radio Publique Africaine,bi,,
rpctv.com,homepage_unreachable,shortlist,RCP TV,pa,,
rti.rtsh.al,homepage_unreachable,shortlist,Radio Tirana International,al,,
rtl2.hr,homepage_unreachable,shortlist,RTL 2 (Croatia),hr,hr,
sa.uasm.md,homepage_unreachable,shortlist,Stiinta Agricola,md,,
samla.raa.se,homepage_unreachable,shortlist,Fornvännen,se,sv,
samorobkin.com.ua,homepage_unreachable,shortlist,Academy of Young Model Makers,ua,uk,
sanaaradio.net,homepage_unreachable,shortlist,Q6833046,ye,,
sandzackatv.rs,homepage_unreachable,shortlist,Sandžačka TV Mreža,rs,sr,
sarawakfm.rtmsarawak.gov.my,homepage_unreachable,shortlist,Sarawak FM,my,ms,
sccn.tv,homepage_unreachable,shortlist,SCCN,sr,,
scheherezade.co.il,homepage_unreachable,shortlist,Q6568324,il,he,
scholarlypublishingcollective.org,homepage_unreachable,shortlist,Hiperboreea,ro,ro,
shnnitra.ff.ukf.sk,homepage_unreachable,shortlist,Studia Historica Nitriensia,sk,sk,
shomatv.ir,homepage_unreachable,shortlist,IRIB Shoma,ir,fa,
sikaajournal.tg,homepage_unreachable,shortlist,Sika'a,tg,,
sinar.fm,homepage_unreachable,shortlist,Sinar FM,fm,ms,
singhalilafm.com,homepage_unreachable,shortlist,Singhalila FM,np,ne,
siriusb.hangar7.hr,homepage_unreachable,shortlist,Sirius B,hr,hr,
sistory.si,homepage_unreachable,shortlist,Contributions to Contemporary History,si,sl,
slbc.sl,homepage_unreachable,shortlist,Sierra Leone Broadcasting Corporation,sl,,
sme.sk,homepage_unreachable,shortlist,SME,sk,sk,
smi21.ru,homepage_unreachable,shortlist,On the life’s way,ru,cv,
soleilfmbenin.com,homepage_unreachable,shortlist,Q78994737,bj,,
somaliareport.com,homepage_unreachable,shortlist,Somalia Report,so,so,
spacetv.az,homepage_unreachable,shortlist,Space TV,az,az,
sport-report.li,homepage_unreachable,shortlist,Sport Report Liechtenstein,li,,
sport.orange.sk,homepage_unreachable,shortlist,Orange Šport,sk,sk,
