tier,country,language,language_basis,name,domain,catalogue_sources_in_country,catalogue_sources_in_language,flags
T2,ni,es,export,Nexo,revistas.uni.edu.ni,3,195,deep_host
T2,ni,,,Nicavisión,canal12.com.ni,3,,
T2,ni,,,Radio Stéreo Luz 89.7 fm,stereoluzfmes.wordpress.com,3,,
T2,ni,es,export,Revista Iberoamericana de Bioeconomía y Cambio Climàtico,revista.unanleon.edu.ni,3,195,deep_host
T2,ni,es,export,Revista Iberoamericana de Bioeconomía y Cambio Climàtico,lamjol.info,3,195,
T2,ni,,,TN8,tn8.tv,3,,
T2,ni,,,Vos TV,vostv.com.ni,3,,
T2,om,,,Al Wisal,wisal.fm,3,,
T2,om,,,Hi FM,hifmradio.com,3,,
T2,om,,,Journal of Agricultural and Marine Sciences,journals.squ.edu.om,3,,deep_host
T2,om,en,export,Management Science and Information Technology,msit.refconf.com,3,2327,
T2,om,,,Merge 104.8,radiomerge.fm,3,,
T2,om,en,export,Oman Medical Journal,omjournal.org,3,2327,
T2,om,,,Oman News Agency,omannews.gov.om,3,,
T2,om,,,Oman TV,omaninfo.om,3,,
T2,om,en,export,Sultan Qaboos University medical journal,web.squ.edu.om,3,2327,deep_host
T2,om,en,export,The Journal of Engineering Research,tjer.net,3,2327,
T2,om,en,export,Theweek,theweek.co.om,3,2327,
T2,om,,,Virgin Radio Oman,virginradiooman.com,3,,
T2,pa,es,export,Crítica Libre,critica.com.pa,3,195,
T2,pa,es,export,El Siglo,elsiglo.com,3,195,
T2,pa,es,export,La Estrella de Panamá,laestrella.com.pa,3,195,
T2,pa,es,export,Mi Diario,midiario.com,3,195,
T2,pa,,,NEX Panama,nexpanama.com,3,,
T2,pa,,,Q20015470,cableondasports.com,3,,
T2,pa,,,Radio Panama,radiopanama.com.pa,3,,
T2,pa,,,RCP TV,rpctv.com,3,,
T2,pa,es,export,Talingo,talingo.com,3,195,
T2,pa,,,TVMax,tvmax-9.com,3,,
T2,pg,,,EM TV,emtv.com.pg,3,,
T2,pg,,,National Gazette,pngiportal.org,3,,
T2,pr,es,export,El Vocero,vocero.com,3,195,
T2,pr,es,export,El Vocero,elvocero.com,3,195,
T2,pr,en,export,Fórum Empresarial,forum-empresarial.uprrp.edu,3,2327,
T2,pr,en,export,Fórum Empresarial,revistas.upr.edu,3,2327,
T2,pr,en,export,International Journal of Educational Excellence,suagm.edu,3,2327,
T2,pr,en,export,International Journal of Educational Excellence,uagm.edu,3,2327,
T2,pr,es,export,Milenio: Revista de Artes y Ciencias,uprb.edu,3,195,
T2,pr,es,export,Milenio: Revista de Artes y Ciencias,milenio.uprb.edu,3,195,
T2,pr,,,Puerto Rico Public Broadcasting Corporation,wipr.pr,3,,
T2,pr,en,export,Q124801962,demografia.rcm.upr.edu,3,2327,deep_host
T2,pr,es,export,Revista Umbral,umbral.uprrp.edu,3,195,
T2,pr,es,export,Visión Doble: revista de Crítica e Historia del Arte,visiondoble.net,3,195,
T2,pr,,,WKAQ,wkaq580.com,3,,
T2,pw,en,export,Island Times,islandtimes.org,1,2327,
T2,py,,,Diario Extra,extra.com.py,4,,
T2,py,es,export,Estudios paraguayos,epy.dreamhosters.com,4,195,
T2,py,es,export,La Nación,lanacion.com.py,4,195,
T2,py,,,La Tele (Paraguayan TV channel),latele.com.py,4,,
T2,py,,,La Tribu 650 AM,latribu650am.com,4,,
T2,py,es,export,Memorias del Instituto de Investigaciones en Ciencias de la Salud,ins.gov.py,4,195,
T2,py,es,export,Memorias del Instituto de Investigaciones en Ciencias de la Salud,una.py,4,195,
T2,py,es,export,Memorias del Instituto de Investigaciones en Ciencias de la Salud,revistascientificas.una.py,4,195,
T2,py,,,Paravisión,paravision.com.py,4,,
T2,py,,,Radio Caritas AM 680,caritas.com.py,4,,
T2,py,,,Radio Monumental 1080 AM,monumental.com.py,4,,
T2,py,,,Radio Ñandutí,nanduti.com.py,4,,
T2,py,,,Red Guaraní,redguarani.com.py,4,,
T2,py,,,Revista de la Secretaría del Tribunal Permanente de Revisión,revistastpr.com,4,,
T2,py,es,export,Revista Virtual de la Sociedad Paraguaya de Medicina Interna,revistaspmi.org.py,4,195,
T2,py,es,export,Revista Virtual de Posgrado de la Facultad de Medicina de la Universidad Nacional de Itapua,revista.medicinauni.edu.py,4,195,deep_host
T2,py,,,RPT TV,trece.com.py,4,,
T2,py,,,Telefuturo,telefuturo.com.py,4,,
T2,py,,,Tigo Sports,tigosports.com.py,4,,
T2,rw,,,City Radio -Rwanda,cityradio.rw,3,,
T2,rw,,,Energy Radio Rwanda,energy.rw,3,,
T2,rw,en,export,Igihe,igihe.com,3,2327,
T2,rw,rw,export,Imvaho Nshya,imvahonshya.co.rw,3,0,
T2,rw,rw,export,Inyarwanda,inyarwanda.com,3,0,
T2,rw,,,Isango star  Radio,isangostar.rw,3,,
T2,rw,rw,export,Kigali Today,kigalitoday.com,3,0,
T2,rw,,,KT Radio Rwanda,ktradio.rw,3,,
T2,rw,,,Radio 10 Rwanda,radiotv10.rw,3,,
T2,rw,,,Radio Flash FM Rwanda,flash.rw,3,,
T2,rw,,,Radio Huguka,radiohuguka.rw,3,,
T2,rw,,,Radio Maria Rwanda,radiomariakibeho.rw,3,,
T2,rw,,,Radio Salus,salus.ur.ac.rw,3,,deep_host
T2,rw,,,Rwanda Broadcasting Agency,rba.co.rw,3,,
T2,rw,en,export,Taarifa,taarifa.rw,3,2327,
T2,rw,rw,export,Umuryango,umuryango.rw,3,0,
T2,rw,rw,export,Umuseke,umuseke.rw,3,0,
T2,sc,,,Seychelles Nation,nation.sc,2,,
T2,sd,ar,export,Al-Mushahid Al-riyadiya,mushahidsd.net,3,51,
T2,sd,ar,export,Al-Sadda,alsadda.net,3,51,
T2,sd,ar,export,Al-Sudani,alsudani.sd,3,51,
T2,sd,ar,export,Al-tayar,al-tayar.net,3,51,
T2,sd,ar,export,Assayha,assayha.net,3,51,
T2,sd,,,Q12183740,sudanradio.info,3,,
T2,sd,,,Radio Dabanga,radiodabanga.org,3,,
T2,sd,,,Sudan TV,sudantv.net,3,,
T2,sd,,,White Nil radio station,whitenileradio.info,3,,
T2,si,en,export,Acta Chimica Slovenica,acta.chem-soc.si,4,2327,
T2,si,en,export,Acta Historiae Artis Slovenica,uifs1.zrc-sazu.si,4,2327,
T2,si,en,export,Acta Historiae Artis Slovenica,zrc-sazu.si,4,2327,
T2,si,sl,export,Acta Histriae,zdjp.si,4,3,
T2,si,sl,export,Acta Neophilologica,journals.uni-lj.si,4,3,
T2,si,sl,export,Annales Kinesiologiae,ojs.zrs-kp.si,4,3,
T2,si,sl,export,"AR: Arhitektura, Raziskave",fa.uni-lj.si,4,3,
T2,si,sl,export,Arheoloski Vestnik,av.zrc-sazu.si,4,3,
T2,si,sl,export,Arheoloski Vestnik,ojs.zrc-sazu.si,4,3,
T2,si,sl,export,Ars,ars.rtvslo.si,4,3,subdomain_of_catalogue_domain
T2,si,sl,export,Bim Bam,bimbam.si,4,3,
T2,si,sl,export,Brio (TV channel),popnonstop.si,4,3,
T2,si,en,export,Center for Educational Policy Studies Journal,cepsj.si,4,2327,
T2,si,sl,export,Contributions to Contemporary History,ojs.inz.si,4,3,
T2,si,sl,export,Contributions to Contemporary History,sistory.si,4,3,
T2,si,sl,export,Delo,delo.si,4,3,
T2,si,sl,export,Dodo,revijadodo.si,4,3,
T2,si,sl,export,Dolenjski list,dolenjskilist.si,4,3,
T2,si,sl,export,Družboslovne Razprave,druzboslovnerazprave.org,4,3,
T2,si,sl,export,Dynamic Relationships Management Journal (DRMJ),sam-d.si,4,3,
T2,si,sl,export,Ekipa,ekipa.svet24.si,4,3,
T2,si,sl,export,Finance,finance.si,4,3,
T2,si,de,export,Folx TV,folx.tv,4,62,
T2,si,sl,export,Geodetski vestnik,geodetski-vestnik.com,4,3,
T2,si,sl,export,Geografski obzornik,zgs.zrc-sazu.si,4,3,
T2,si,sl,export,Golica TV,golica.si,4,3,
T2,si,sl,export,Gorenjski glas,gorenjskiglas.si,4,3,
T2,si,en,export,Historical Review,zgodovinskicasopis.si,4,2327,
T2,si,sl,export,Igra Ustvarjalnosti,iu-cg.org,4,3,
T2,si,en,export,Image Analysis and Stereology,ias-iss.org,4,2327,
T2,si,en,export,Informatica,informatica.si,4,2327,
T2,si,en,export,Innovative Issues and Approaches in Social Sciences,iiass.com,4,2327,
T2,si,en,export,International Journal of Euro-Mediterranean Studies,emuni.si,4,2327,
T2,si,sl,export,"International Journal of Management, Knowledge and Learning",ijmkl.si,4,3,
T2,si,sl,export,Isis,mf.uni-lj.si,4,3,
T2,si,sl,export,Isis,zdravniskazbornica.si,4,3,
T2,si,en,export,It's Psychedelic Baby! Magazine,psychedelicbabymag.com,4,2327,
T2,si,sl,export,Izzivi Prihodnosti,fos.unm.si,4,3,
T2,si,sl,export,Kanal A,kanal-a.si,4,3,
T2,si,sl,export,Katedra,katedra-on.net,4,3,
T2,si,,,Kemija v šoli in družbi,kemija.net,4,,
T2,si,sl,export,"Kronika (Ljubljana, Slovenia)",kronika.zzds.si,4,3,
T2,si,sl,export,Logistics & Sustainable Transport,jlst.fl.uni-mb.si,4,3,deep_host
T2,si,sl,export,Mariborski radio študent,radiomars.si,4,3,
T2,si,,,Medicinski razgledi,medrazgl.org,4,,
T2,si,sl,export,Moja Slovenija,mojaslovenija.net,4,3,
T2,si,sl,export,Naše Gospodarstvo,epf.uni-mb.si,4,3,
T2,si,sl,export,Novi Tednik,nt-rc.si,4,3,
T2,si,sl,export,Obzornik zdravstvene nege,obzornik.zbornica-zveza.si,4,3,
T2,si,sl,export,Official Gazette of the Republic of Slovenia,uradni-list.si,4,3,
T2,si,,,One Music Television,folx.network,4,,
T2,si,sl,export,Organizacija,organizacija.fov.uni-mb.si,4,3,deep_host
T2,si,,,OTO,24ur.com,4,,
T2,si,sl,export,Pink SI,tvpink.si,4,3,
T2,si,,,Planet TV,siol.net,4,,
T2,si,sl,export,POP TV,pro-plus.si,4,3,
T2,si,sl,export,Posavski obzornik,posavskiobzornik.si,4,3,
T2,si,sl,export,Presek,presek.si,4,3,
T2,si,sl,export,Psihološka Obzorja,psiholoska-obzorja.si,4,3,
T2,si,,,Q105671669,nacionalnata.com,4,,
T2,si,sl,export,Q107863407,telex.si,4,3,
T2,si,sl,export,Q108776143,stajerskival.si,4,3,
T2,si,sl,export,Q12627048,anthropos.si,4,3,
T2,si,sl,export,Q12786983,mladinska-knjiga.si,4,3,
T2,si,sl,export,Q12796405,rockhard.si,4,3,
T2,si,sl,export,Q12798812,pil.si,4,3,
T2,si,sl,export,Q12800128,obramba.com,4,3,
T2,si,sl,export,Q12803183,astronomska-revija-spika.si,4,3,
T2,si,sl,export,Q131683188,radio80.si,4,3,
T2,si,sl,export,Q139665902,robin.si,4,3,
T2,si,sl,export,Q139885815,reporter.si,4,3,
T2,si,sl,export,Q16568424,sazu.si,4,3,
T2,si,sl,export,Q19934243,revije.ff.uni-lj.si,4,3,deep_host
T2,si,sl,export,Q19936153,radio94.si,4,3,
T2,si,,,Q20521792,zmajcek.net,4,,
T2,si,,,Q20522824,kriptogram.com,4,,
T2,si,sl,export,Q20523162,erast.si,4,3,
T2,si,,,Q25498387,likovnebesede.org,4,,
T2,si,sl,export,Q28750688,rockradio.si,4,3,
T2,si,sl,export,Q3928757,radiokoper.rtvslo.si,4,3,subdomain_of_catalogue_domain
T2,si,sl,export,Q61355689,spehnakruhu.com,4,3,
T2,si,sl,export,Q61359919,cld.si,4,3,
T2,si,sl,export,Radio Aktual,radioaktual.si,4,3,
T2,si,sl,export,Radio Bob,radiobob.svet24.si,4,3,
T2,si,sl,export,Radio Capodistria,radiocapodistria.rtvslo.si,4,3,subdomain_of_catalogue_domain
T2,si,sl,export,Radio Capris,radiocapris.si,4,3,
T2,si,sl,export,"Radio City, Maribor",radiocity.si,4,3,
T2,si,sl,export,Radio Ekspres,radioekspres.si,4,3,
T2,si,sl,export,Radio Kranj,radio-kranj.si,4,3,
T2,si,sl,export,Radio Maribor,radiomaribor.rtvslo.si,4,3,subdomain_of_catalogue_domain
T2,si,,,Radio Odeon,radio-odeon.com,4,,
T2,si,sl,export,Radio Ognjišče,radio.ognjisce.si,4,3,
T2,si,sl,export,Radio Prvi,radioprvi.rtvslo.si,4,3,subdomain_of_catalogue_domain
T2,si,sl,export,Radio Salomon,radiosalomon.si,4,3,
T2,si,sl,export,Radio Val 202,val202.rtvslo.si,4,3,subdomain_of_catalogue_domain
T2,si,,,Radio Velenje,radiovelenje.com,4,,
T2,si,sl,export,Radio Veseljak,veseljak.si,4,3,
T2,si,sl,export,Radio Študent,radiostudent.si,4,3,
T2,si,sl,export,Računalniške novice,racunalniske-novice.com,4,3,
T2,si,sl,export,Revija za Elementarno Izobraževanje,rei.pef.um.si,4,3,deep_host
T2,sl,,,Capital Radio Sierra Leone,capitalradio.sl,2,,
T2,sl,,,Sierra Leone Broadcasting Corporation,slbc.sl,2,,
T2,sm,it,export,Q119134436,libertas.sm,2,30,
T2,so,,,Bilan Media,bilan.media,3,,
T2,so,so,export,Ogaal Newspaper,ogaalnews.net,3,0,
T2,so,,,Puntland TV and Radio,puntlandtvradio.net,3,,
T2,so,so,export,Radio Gaalkacyo,allradiogaalkacyo.com,3,0,
T2,so,,,Radio Mogadishu,radiomuqdisho.net,3,,
T2,so,,,Shabelle Media Network,shabellemedia.com,3,,
T2,so,,,Somali Broadcasting Corporation,allsbc.com,3,,
T2,so,,,Somali National News Agency,sonna.so,3,,
T2,so,,,Somali National Television,sntv.so,3,,
T2,so,so,export,Somalia Report,somaliareport.com,3,0,
T2,sr,nl,export,Ampie's Broadcasting Corporation,abcsuriname.com,2,24,
T2,sr,,,ATV,atv.sr,2,,
T2,sr,,,Dagblad Suriname,dbsuriname.com,2,,
T2,sr,nl,export,De Ware Tijd,dwtonline.com,2,24,
T2,sr,,,De West,dagbladdewest.com,2,,
T2,sr,nl,export,GFC Nieuws,gfcnieuws.com,2,24,
T2,sr,,,Q2652808,radiosrs.com,2,,
T2,sr,,,Radio 10,radio10.sr,2,,
T2,sr,nl,export,Radio Apintie,apintie.sr,2,24,
T2,sr,,,SCCN,sccn.tv,2,,
T2,sr,,,Shalom Radio en Televisie,shalomsuriname.com,2,,
T2,sr,,,STVS,stvs.sr,2,,
T2,sr,nl,export,Waterkant,waterkant.net,2,24,
T2,ss,en,export,South Sudan Medical Journal,southsudanmedicaljournal.com,3,2327,
T2,ss,en,export,The Citizen,citizen-news.net,3,2327,
T2,st,,,STP-Press,stp-press.st,1,,
T2,sz,,,Swazi Observer,observer.org.sz,3,,
T2,td,,,Q128639959,lendjampost.com,2,,
T2,td,,,Q140299769,fmlibertetd.org,2,,
T2,td,,,Tchadinfos,tchadinfos.com,2,,
T2,tg,,,Forum de la Semaine,forumdelasemaine.tg,3,,
T2,tg,fr,export,Journal Liberté,libertetogo.info,3,205,
T2,tg,fr,export,L'Alternative,lalternative.info,3,205,
T2,tg,,,New World TV,newworldtv.com,3,,
T2,tg,,,Q140444821,radiolome.tg,3,,
T2,tg,,,Radio Kara,radiokara.tg,3,,
T2,tg,,,Sika'a,sikaajournal.tg,3,,
T2,tg,fr,export,Togo - Presse,togopresse.tg,3,205,
T2,tg,,,Togolese Press Agency,atop.tg,3,,
T2,tj,,,Asia-Plus news agency,asiaplus.news,2,,
T2,tj,tg,export,Bulletin of the Pedagogical University,vestnik.tgpu.tj,2,0,
T2,tj,tg,export,Jumhuriyat,jumhuriyat.tj,2,0,
T2,tj,ar,export,Khovar,khovar.tj,2,51,
T2,tj,,,Q13200812,tojnews.org,2,,
T2,tj,,,Q81194321,hamsado.tj,2,,
T2,tj,,,Tajikistan TV,tvt.tj,2,,
T2,tl,,,Rádio e Televisão de Timor-Leste,rttlep.tl,1,,
T2,tl,,,Tatoli,antil.tl,1,,
T2,tm,en,export,Journal of Economics and Financial Analysis,ojs.tripaledu.com,3,2327,
T2,tm,tk,export,Turkmenistan State News Agency,tdh.gov.tm,3,0,
T2,tv,,,Humsay,humsay.tv,1,,
T2,tv,,,Q3820620,la6.tv,1,,
T2,uz,,,Erkin Qaraqalpaqstan,erkinkarakalpak.uz,4,,
T2,uz,,,Futbol TV,futboltv.uz,4,,
T2,uz,,,International Journal of Philosophical Studies and Social Sciences,ijpsss.iscience.uz,4,,
T2,uz,ru,export,Karakalpakstan news agency,kknews.uz,4,38,
T2,uz,,,Milliy TV,milliy.tv,4,,
T2,uz,,,Oriat FM,oriatfm.uz,4,,
T2,uz,,,Sevimli TV,splay.uz,4,,
T2,uz,,,Sport,mtrk.uz,4,,
T2,uz,es,export,Uzbekistan National News Agency,uza.uz,4,195,
T2,uz,,,Uzreport TV,uzreport.uz,4,,
T2,uz,,,Yoshlar,yoshlartv.uz,4,,
T2,va,,,Agenzia Fides,fides.org,1,,
T2,va,it,export,Annuario Pontificio,libreriaeditricevaticana.va,1,30,
T2,va,it,export,Annuario Pontificio,annuariopontificio.catholic,1,30,
T2,va,it,export,AsiaNews,asianews.it,1,30,
T2,va,fr,export,Dolentium Hominum,humandevelopment.va,1,205,
T2,va,en,export,Inside the Vatican,insidethevatican.com,1,2327,
T2,va,,,Q124488378,imedia.news,1,,
T2,va,,,Silere non possum,silerenonpossum.com,1,,
T2,va,,,Vatican Media,vaticannews.va,1,,
T2,va,it,export,"Women, Church, World",osservatoreromano.va,1,30,
T2,vc,,,Praise FM,praisefmsvg.com,2,,
T2,vu,de,export,Q1195857,zenon-verlag.de.vu,3,62,
T2,ws,,,TV1 Samoa,tv1samoa.com,2,,
T2,ws,,,TV3 Samoa,tv3samoa.net,2,,
T2,zm,en,export,Kwacha News,kwachanews.com,4,2327,
T2,zm,,,Zambian News Agency,zanis.org.zm,4,,
T3,ae,ml,export,Hit 96.7,hit967.ae,11,6,
T3,ae,hi,export,Hum FM,humfm.com,11,7,
T3,ar,ko,export,Christian Music Television,ccmtv.co.kr,13,10,
T3,ar,uk,export,Ukrainske Slovo,prosvita.org.ar,13,14,
T3,at,la,export,Prodromus Systematis Aroidearum,books.google.com.ar,11,0,deep_host
T3,at,la,export,Q17563420,books.google.com.au,11,0,deep_host
T3,at,la,export,Q17629009,fig.lib.harvard.edu,11,0,deep_host
T3,bd,bn,export,ABC Radio,abcradio.fm,20,15,
T3,bd,bn,export,Ajker Patrika,ajkerpatrika.com,20,15,
T3,bd,bn,export,Amader Shomoy,dainikamadershomoy.com,20,15,
T3,bd,bn,export,Amar Barta,amarbarta.com,20,15,
T3,bd,bn,export,Amar Desh,dailyamardesh.com,20,15,
T3,bd,bn,export,Amar Sangbad,amarsangbad.com,20,15,
T3,bd,bn,export,Bangladesh Bulletin,bd-bulletin.com,20,15,
T3,bd,bn,export,Bangladesh Pratidin,bd-pratidin.com,20,15,
T3,bd,bn,export,City FM 96.0 FM,cityfm96.fm,20,15,
T3,bd,bn,export,Daily Ajker Darpon,ajkerdarpon.com,20,15,
T3,bd,bn,export,Daily Bajroshakti,bajroshakti.com,20,15,
T3,bd,bn,export,Daily Sabuj Sylhet,sobujsylhet.com,20,15,
T3,bd,bn,export,Dainik Azadi,dainikazadi.net,20,15,
T3,bd,bn,export,Dainik Janata,dainikjanata.net,20,15,
T3,bd,bn,export,Dainik Purbokone,dainikpurbokone.net,20,15,
T3,bd,bn,export,Dainik Purbokone,edainikpurbokone.net,20,15,
T3,bd,bn,export,Dainik Target,dainiktarget.com,20,15,
T3,bd,bn,export,Dhaka Mail,dhakamail.com,20,15,
T3,bd,bn,export,Jaijaidin,jaijaidin.net,20,15,
T3,bd,bn,export,Jaijaidin,jaijaidin.news,20,15,
T3,bd,bn,export,Just News BD,justnewsbd.com,20,15,
T3,bd,bn,export,Peoples Radio 91.6 FM,peoplesradio.fm,20,15,
T3,bd,bn,export,Protidiner Bangladesh,epaper.protidinerbangladesh.com,20,15,
T3,bd,bn,export,Protidiner Bangladesh,protidinerbangladesh.com,20,15,
T3,bd,bn,export,Radio Aamar,radioaamar.com,20,15,
T3,bd,bn,export,Sheershanews.com,sheershanews.com,20,15,
T3,bd,bn,export,The Daily Dinkal,dainikdinkal.net,20,15,
T3,bd,bn,export,The Daily Karatoa,dailykaratoa.com,20,15,
T3,bd,bn,export,The Daily Sangram,dailysangram.com,20,15,
T3,bd,bn,export,WikiBarta,wikibarta.wikimedia.org.bd,20,15,deep_host
T3,be,is,export,Associated Whistleblowing Press,awp.is,19,5,
T3,be,ro,export,Lumina,luminaconsult.eu,19,14,
T3,be,da,export,Passage,ojs.statsbiblioteket.dk,19,8,
T3,be,da,export,Passage,unipress.dk,19,8,
T3,bg,bg,export,Agro TV,agrotv.bg,7,5,
T3,bg,bg,export,BG Radio,bgradio.bg,7,5,
T3,bg,bg,export,Bloomberg TV Bulgaria,bloombergtv.bg,7,5,
T3,bg,bg,export,BNT 2,bnt.bg,7,5,
T3,bg,bg,export,bTV,btv.bg,7,5,
T3,bg,bg,export,bTV Radio,btvradio.bg,7,5,
T3,bg,bg,export,Bulgaria Оn Аir,bgonair.bg,7,5,
T3,bg,bg,export,Bulgarian National Radio,bnrnews.bg,7,5,
T3,bg,bg,export,Bulgarian News Agency,bta.bg,7,5,
T3,bg,bg,export,Bʺlgarska nauka,issuu.com,7,5,
T3,bg,bg,export,Bʺlgarska nauka,nauka.bg,7,5,
T3,bg,bg,export,Capital,capital.bg,7,5,
T3,bg,bg,export,City TV,city.bg,7,5,
T3,bg,bg,export,Darik Radio,darikradio.bg,7,5,
T3,bg,bg,export,Diema,diema.bg,7,5,
T3,bg,bg,export,Diema Family,diemafamily.novatv.bg,7,5,
T3,bg,bg,export,Diema Sport,diemasport.bg,7,5,
T3,bg,bg,export,Disney Channel,disney.bg,7,5,
T3,bg,bg,export,Duma,duma.bg,7,5,
T3,bg,bg,export,Ecologia Balkanica,eb.bio.uni-plovdiv.bg,7,5,deep_host
T3,bg,bg,export,Energy,radioenergy.bg,7,5,
T3,bg,bg,export,Fen TV,fentv.bg,7,5,
T3,bg,pl,export,FilmBox+ Comedy,filmboxextra.pl,7,19,
T3,bg,bg,export,HBO Bulgaria,hbo.bg,7,5,
T3,bg,bg,export,Horizont,bnr.bg,7,5,
T3,bg,bg,export,Hot FM,tv-vratsa.bg,7,5,
T3,bg,bg,export,Ikonomika i Kompûtʺrni Nauki,eknigibg.net,7,5,
T3,bg,bg,export,Jazz FM,jazzfm.bg,7,5,
T3,bg,bg,export,Kanal 3,kanal3.bg,7,5,
T3,bg,bg,export,Kino Nova,kinonova.bg,7,5,
T3,bg,bg,export,Literary Club,litclub.com,7,5,
T3,bg,bg,export,Literary Club,litclub.bg,7,5,
T3,bg,bg,export,Literaturna Misul,litmis.eu,7,5,
T3,bg,bg,export,Literaturna Misul,ceeol.com,7,5,
T3,bg,bg,export,Mах Sport,a1.bg,7,5,
T3,bg,bg,export,N-JOY,njoy.bg,7,5,
T3,bg,bg,export,News7,news7.bg,7,5,
T3,bg,bg,export,Nova,nova.bg,7,5,
T3,bg,bg,export,Nova Sport,sport.novatv.bg,7,5,
T3,bg,bg,export,Novo Znanie,science.uard.bg,7,5,
T3,bg,bg,export,Novo Znanie,uard.bg,7,5,
T3,bg,bg,export,PC Mania,pcmania.bg,7,5,
T3,bg,bg,export,Plovdiv24.bg,plovdiv24.bg,7,5,
T3,bg,bg,export,Power FM,powerfm.bg,7,5,
T3,bg,bg,export,Q104439169,pro-rock.net,7,5,
T3,bg,bg,export,Q106498127,sbp.bg,7,5,
T3,bg,bg,export,Q12274279,balgarskiezik.eu,7,5,
T3,bg,bg,export,Q12275576,armymedia.bg,7,5,
T3,bg,bg,export,Q20500623,bulgarianstudies.nbu.bg,7,5,
T3,bg,bg,export,Q26214965,panairenvestnik.com,7,5,
T3,bg,bg,export,Q2650623,litvestnik.com,7,5,
T3,bg,bg,export,Q28104797,catholic-bg.org,7,5,
T3,bg,bg,export,Q28104814,abagar1.com,7,5,
T3,bg,bg,export,Q56071721,toppresa.bg,7,5,
T3,bg,bg,export,Q59681937,toest.bg,7,5,
T3,bg,bg,export,Q82701151,avtoradio.bg,7,5,
T3,bg,bg,export,Q94724542,nula32.bg,7,5,
T3,bg,bg,export,Radio Nova,radionova.bg,7,5,
T3,bg,bg,export,Radio NOVA NEWS,radionovanews.bg,7,5,
T3,bg,bg,export,Radio Veselina,radioveselina.bg,7,5,
T3,bg,bg,export,SKAT,skat.bg,7,5,
T3,bg,bg,export,Sport7,sport7.bg,7,5,
T3,bg,bg,export,Standart,standartnews.com,7,5,
T3,bg,bg,export,Starshel (newspaper),starshel.bg,7,5,
T3,bg,bg,export,SuperToons,supertoons.bg,7,5,
T3,bg,bg,export,The Voice,thevoice.bg,7,5,
T3,bg,bg,export,Trud,trud.bg,7,5,
T3,bg,bg,export,TV+,tvplus.bg,7,5,
T3,bg,bg,export,TV1,tv1.bg,7,5,
T3,bg,bg,export,TV7,tv7.bg,7,5,
T3,bg,bg,export,ZooNotes,zoonotes.bio.uni-plovdiv.bg,7,5,deep_host
T3,br,ja,export,Diário Brasil Nippou,brasilnippou.com,30,13,
T3,br,ja,export,Nikkey Shimbun,nikkeyshimbun.jp,30,13,
T3,br,hy,export,Super Rádio Tupi,tupi.am,30,1,
T3,ca,hi,export,Halla Bol! Kids TV,hallabol.ca,42,7,
T3,ca,fi,export,Kanadan Sanomat,finnishcanadian.com,42,4,
T3,ca,fi,export,Vapaa Sana,vapaasana.com,42,4,
T3,ch,rm,export,La Quotidiana,suedostschweiz.ch,18,0,
T3,cn,ja,export,Hong Kong Post,hkmn.jp,70,13,
T3,cn,vi,export,Mango TV,mangoplus.vn,70,8,
T3,cz,cs,export,A2,advojka.cz,11,9,
T3,cz,cs,export,ABC,abc.blesk.cz,11,9,
T3,cz,cs,export,ABC,abicko.cz,11,9,
T3,cz,sl,export,Acta Informatica Pragensia,aip.vse.cz,11,3,
T3,cz,cs,export,Acta Oeconomica Pragensia,aop.vse.cz,11,9,
T3,cz,cs,export,ACTA VŠFS,vsfs.cz,11,9,
T3,cz,cs,export,Aha!,ahaonline.cz,11,9,
T3,cz,cs,export,AntropoWebzin,antropoweb.cz,11,9,
T3,cz,cs,export,Archeologicke Rozhledy,archeologickerozhledy.cz,11,9,
T3,cz,cs,export,Black Hornet,bhradio.cz,11,9,
T3,cz,cs,export,Blesk,blesk.cz,11,9,
T3,cz,cs,export,BUDLive,budlive.cz,11,9,
T3,cz,hu,export,C8,c8tv.hu,11,12,
T3,cz,hu,export,Cartoon Network,cartoonnetwork.hu,11,12,
T3,cz,cs,export,Central European Political Studies Review,journals.muni.cz,11,9,
T3,cz,cs,export,ChristNet,christnet.eu,11,9,
T3,cz,cs,export,Cinepur,cinepur.cz,11,9,
T3,cz,cs,export,Classic Praha,classicpraha.cz,11,9,
T3,cz,cs,export,CNN Prima News,cnn.iprima.cz,11,9,
T3,cz,cs,export,Contemporary History,usd.cas.cz,11,9,
T3,cz,cs,export,Contemporary History,sd.usd.cas.cz,11,9,deep_host
T3,cz,cs,export,Cornova,asjournals.lib.cas.cz,11,9,deep_host
T3,cz,cs,export,Country radio,countryradio.cz,11,9,
T3,cz,cs,export,CS Film,csfilm.cz,11,9,
T3,cz,cs,export,CS History,csmystery.joj.cz,11,9,
T3,cz,cs,export,Czech News Agency,ctk.cz,11,9,
T3,cz,cs,export,Czech Radio,portal.rozhlas.cz,11,9,
T3,cz,cs,export,Czech Radio Hradec Králové,hradec.rozhlas.cz,11,9,
T3,cz,cs,export,Deník Alarm,denikalarm.cz,11,9,
T3,cz,cs,export,Deník.cz,denik.cz,11,9,
T3,cz,cs,export,Divadelní noviny,divadelni-noviny.cz,11,9,
T3,cz,cs,export,E-psychologie,e-psycholog.eu,11,9,
T3,cz,cs,export,e15,e15.cz,11,9,
