tier,country,language,language_basis,name,domain,catalogue_sources_in_country,catalogue_sources_in_language,flags
T3,hr,hr,export,Zadarski list,zadarskilist.hr,11,9,
T3,hr,hr,export,Zbornik radova Ekonomskog fakulteta u Rijeci : časopis za ekonomsku teoriju i praksu,efri.uniri.hr,11,9,
T3,hr,hr,export,Šumarski list,sumari.hr,11,9,
T3,hu,hu,export,168 Óra,168.hu,16,12,
T3,hu,hu,export,A Szabadság,aszabadasag.hu,16,12,
T3,hu,hu,export,Apertura,uj.apertura.hu,16,12,
T3,hu,hu,export,Apertura,apertura.hu,16,12,
T3,hu,hu,export,Artportál,artportal.hu,16,12,
T3,hu,hu,export,ATV,atv.hu,16,12,
T3,hu,hu,export,azonnali.hu,azonnali.hu,16,12,
T3,hu,hu,export,Belvedere Meridionale,contenta.ek.szte.hu,16,12,deep_host
T3,hu,hu,export,Belvedere Meridionale,belvedere-meridionale.hu,16,12,
T3,hu,hu,export,Belvedere Meridionale,matarka.hu,16,12,
T3,hu,hu,export,Beol.hu,beol.hu,16,12,
T3,hu,hu,export,Blikk,blikk.hu,16,12,
T3,hu,hu,export,Bonum TV,bonumtv.hu,16,12,
T3,hu,hu,export,Botanikai Közlemények,botkozlem.elte.hu,16,12,
T3,hu,hu,export,Botanikai Közlemények,mbt-biologia.hu,16,12,
T3,hu,bg,export,Bulgarian Historical Review,bhr.ihist.bas.bg,16,5,deep_host
T3,hu,hu,export,Class FM,classfm.hu,16,12,
T3,hu,hu,export,Comedy Central Hungary,comedycentral.hu,16,12,
T3,hu,hu,export,Cool TV,rtlklub.hu,16,12,
T3,hu,hu,export,Dankó Rádió,mediaklikk.hu,16,12,
T3,hu,hu,export,Digi Sport,digisport.hu,16,12,
T3,hu,hu,export,Dissertationes Archaeologicae: Ex Instituto Archaeologico Universitatis de Rolando Eötvös Nominatae,dissarch.elte.hu,16,12,
T3,hu,hu,export,Duna Média,dunamsz.hu,16,12,
T3,hu,hu,export,Délmagyarország,delmagyar.hu,16,12,
T3,hu,hu,export,Délmagyarország,delvilag.hu,16,12,
T3,hu,hu,export,Dörmögő Dömötör,dormogodomotor.hu,16,12,
T3,hu,hu,export,Echo TV,echotv.hu,16,12,
T3,hu,hu,export,Femina.hu,femina.hu,16,12,
T3,hu,hu,export,fidelio.hu,fidelio.hu,16,12,
T3,hu,hu,export,Figyelő,figyelo.hu,16,12,
T3,hu,hu,export,Figyelő,figyelonet.hu,16,12,
T3,hu,hu,export,Figyelő,fn.hu,16,12,
T3,hu,hu,export,Film+,filmplusz.hu,16,12,
T3,hu,hu,export,Film4,film4.network4.hu,16,12,
T3,hu,hu,export,Fix.tv,fixtv.mconet.hu,16,12,
T3,hu,hu,export,Folkrádió,folkradio.hu,16,12,
T3,hu,hu,export,Forbes,forbes.hu,16,12,
T3,hu,hu,export,Fordulat,epa.oszk.hu,16,12,
T3,hu,hu,export,Fordulat,fordulat.net,16,12,
T3,hu,hu,export,g7.hu,g7.hu,16,12,
T3,hu,hu,export,Galaxy4,galaxy4.net4.hu,16,12,
T3,hu,hu,export,HBO Hungary,hbo.hu,16,12,
T3,hu,hu,export,Hetek,hetek.hu,16,12,
T3,hu,hu,export,Heti Válasz,valasz.hu,16,12,
T3,hu,hu,export,Heti Válasz,hetivalasz.hu,16,12,
T3,hu,hu,export,Hitel,hitel.elender.hu,16,12,
T3,hu,hu,export,Hitel,hitelfolyoirat.hu,16,12,
T3,hu,hu,export,Hungarian Philosophical Review,filozofiaiszemle.net,16,12,
T3,hu,hu,export,Hungaricana,hungaricana.hu,16,12,
T3,hu,hu,export,Hungarológiai Értesítő,bibl.u-szeged.hu,16,12,
T3,hu,hu,export,Hálózat TV,halozattv.hu,16,12,
T3,hu,hu,export,Hír FM,hirfm.hu,16,12,
T3,hu,hu,export,Hír TV,hirtv.hu,16,12,
T3,hu,hu,export,Hócipő,hocipo.hu,16,12,
T3,hu,hu,export,Irodalomtörténet,irodalomtortenet.hu,16,12,
T3,hu,hu,export,Irodalomtörténeti Közlemények,itk.iti.mta.hu,16,12,deep_host
T3,hu,hu,export,Irodalomtörténeti Közlemények,iti.mta.hu,16,12,
T3,hu,hu,export,Izaura TV,izauratv.hu,16,12,
T3,hu,hu,export,Jazz TV,jazztelevizio.hu,16,12,
T3,hu,hu,export,Jelentés és Nyelvhasználat,jeny.szte.hu,16,12,
T3,hu,hu,export,Kaleidoscope History,kaleidoscopehistory.hu,16,12,
T3,hu,hu,export,Klubrádió,klubradio.hu,16,12,
T3,hu,hu,export,Korall Társadalomtörténeti Folyóirat,korall.org,16,12,
T3,hu,hu,export,Kossuth Rádió,mr1-kossuth.hu,16,12,
T3,hu,hu,export,Kritika,kritikaonline.hu,16,12,
T3,hu,hu,export,"Könyv, Könyvtár, Könyvtáros",journals.bme.hu,16,12,
T3,hu,hu,export,"Könyv, Könyvtár, Könyvtáros",ojs.elte.hu,16,12,
T3,hu,hu,export,Köz-gazdaság,retp.eu,16,12,
T3,hu,hu,export,Külügyi Szemle,kki.gov.hu,16,12,
T3,hu,hu,export,Külügyi Szemle,kulugyiintezet.hu,16,12,
T3,hu,hu,export,Külügyi Szemle,kki.hu,16,12,
T3,hu,hu,export,Lánchíd Radio,lanchidradio.hu,16,12,
T3,hu,hu,export,M2 Petőfi TV,petofilive.hu,16,12,
T3,hu,hu,export,Magyar Demokrata,demokrata.hu,16,12,
T3,hu,hu,export,Magyar Grafika,mgonline.hu,16,12,
T3,hu,hu,export,Magyar Hírlap,magyarhirlap.hu,16,12,
T3,hu,hu,export,Magyar Kurír,magyarkurir.hu,16,12,
T3,hu,hu,export,Magyar Narancs,mancs.hu,16,12,
T3,hu,hu,export,Magyar Narancs,magyarnarancs.hu,16,12,
T3,hu,hu,export,Magyar Rádió,radio.hu,16,12,
T3,hu,hu,export,Magyar Televízió,mtv.hu,16,12,
T3,hu,hu,export,Magyar Tudomány,matud.iif.hu,16,12,
T3,hu,hu,export,Magyar Tudomány,mersz.hu,16,12,
T3,hu,hu,export,Magyar Távirati Iroda,mti.hu,16,12,
T3,hu,hu,export,Mai Nap,mainap.hu,16,12,
T3,hu,hu,export,mandiner.hu,mandiner.hu,16,12,
T3,hu,hu,export,Marie Claire Hungary,marieclaire.hu,16,12,
T3,hu,hu,export,Media Service Support and Asset Management Fund,mtva.hu,16,12,
T3,hu,hu,export,Media1,media1.hu,16,12,
T3,hu,hu,export,Minimax,minimax.hu,16,12,
T3,hu,hu,export,Mozi+,moziplusztv.hu,16,12,
T3,hu,hu,export,Moziverzum,tv2.hu,16,12,
T3,hu,hu,export,MTV4 Sport,m4sport.hu,16,12,
T3,hu,hu,export,Music FM,musicfm.hu,16,12,
T3,hu,hu,export,Muzsika,muzsika.net,16,12,
T3,hu,hu,export,Muzsika,bmc.hu,16,12,
T3,hu,hu,export,Muzsika,muzsikalendarium.hu,16,12,
T3,hu,hu,export,Mária Rádió Magyarország,mariaradio.hu,16,12,
T3,hu,hu,export,Mások,masok.hu,16,12,
T3,hu,hu,export,Mérce,merce.hu,16,12,
T3,id,id,export,Analisa,analisadaily.com,22,18,
T3,id,id,export,Animonster,web.archive.org.web.20140125120340,22,18,deep_host
T3,id,id,export,astaga.co,astaga.co,22,18,
T3,id,id,export,BeritaSatu,investor.id,22,18,
T3,id,id,export,Bintang Indonesia,tabloidbintang.com,22,18,
T3,id,id,export,Bola (tabloid),bolasport.com,22,18,
T3,id,id,export,Bola (tabloid),juara.net,22,18,
T3,id,id,export,BTV,btv.id,22,18,
T3,id,id,export,Buletin Al-Turas,journal.uinjkt.ac.id,22,18,deep_host
T3,id,id,export,Candrasangkala: Journal of Education and History,jurnal.untirta.ac.id,22,18,deep_host
T3,id,id,export,Classy FM,classyfm.co.id,22,18,
T3,id,id,export,Cyrustimes,cyrustimes.com,22,18,
T3,id,id,export,Da Man,daman.co.id,22,18,
T3,id,id,export,DAAI TV,daaitv.co.id,22,18,
T3,id,id,export,Diakronika,diakronika.ppj.unp.ac.id,22,18,deep_host
T3,id,id,export,E-Dimas,journal.upgris.ac.id,22,18,deep_host
T3,id,id,export,Elshinta TV,elshinta.co.id,22,18,
T3,id,id,export,Fajar Historia Jurnal Ilm Sejarah dan Pendidikan,e-journal.hamzanwadi.ac.id,22,18,deep_host
T3,id,id,export,FeMale Radio,femaleradio.co.id,22,18,
T3,id,id,export,Femina,femina.co.id,22,18,
T3,id,id,export,Floribunda,ptti.or.id,22,18,
T3,id,id,export,Forum Arkeologi,forumarkeologi.kemdikbud.go.id,22,18,deep_host
T3,id,id,export,Gadis,gadis.co.id,22,18,
T3,id,id,export,Ganaya Jurnal Ilmu Sosial dan Humaniora,jayapanguspress.penerbit.org,22,18,
T3,id,id,export,Good News From Indonesia,goodnewsfromindonesia.id,22,18,
T3,id,id,export,GPR TV,gprtv.id,22,18,
T3,id,id,export,GTV,gtv.id,22,18,
T3,id,id,export,Hai,hai.grid.id,22,18,
T3,id,id,export,Hao Bao Daily,haobaodaily.co.id,22,18,
T3,id,id,export,Historia: Jurnal Pendidikan Sejarah FKIP UM Metro,fkip.ummetro.ac.id,22,18,deep_host
T3,id,id,export,Humanus: Jurnal Ilmiah Ilmu-ilmu Humaniora,ejournal.unp.ac.id,22,18,deep_host
T3,id,id,export,I Channel,ichanneltv.co.id,22,18,
T3,id,id,export,Idea,idea.grid.id,22,18,
T3,id,id,export,IHiS (Indonesian Historical Studies),ejournal2.undip.ac.id,22,18,deep_host
T3,id,id,export,Indonesia Expat,indonesiaexpat.id,22,18,
T3,id,id,export,Indovision,mncvision.id,22,18,
T3,id,id,export,iNews,inewstv_indonesia.id,22,18,
T3,id,id,export,iNews,inews.id,22,18,
T3,id,id,export,iNews Surabaya,surabaya.inews.id,22,18,
T3,id,id,export,International Journal of Global Community,journal.riksawan.com,22,18,
T3,id,id,export,INtv Banten,intv.id,22,18,
T3,id,id,export,ISTORIA Jurnal Pendidikan dan Ilmu Sejarah,journal.uny.ac.id,22,18,deep_host
T3,id,id,export,itv Malang,indonesiatv.or.id,22,18,
T3,id,id,export,Jawa Pos Group,jawapos.com,22,18,
T3,id,id,export,Jip,jip.gridoto.com,22,18,
T3,id,id,export,JogjaJateng,jogjajateng.com,22,18,
T3,id,id,export,JTV,jtv.co.id,22,18,
T3,id,id,export,Jurnal Adabiyah,journal.uin-alauddin.ac.id,22,18,deep_host
T3,id,id,export,Jurnal Kawistara,jurnal.ugm.ac.id,22,18,deep_host
T3,id,id,export,Jurnal Pemberdayaan Masyarakat Madani,journal.unj.ac.id,22,18,deep_host
T3,id,id,export,Jurnal Penelitian Humaniora,journals.ums.ac.id,22,18,deep_host
T3,id,id,export,Jurnal Pengembangan Sains dan Teknologi,ejournal.ranedu.my.id,22,18,deep_host
T3,id,id,export,Jurnal Sejarah Citra Lekha,ejournal.undip.ac.id,22,18,deep_host
T3,id,id,export,Jurnal Sosial Humaniora,iptek.its.ac.id,22,18,deep_host
T3,id,id,export,KAIBON ABHINAYA JURNAL PENGABDIAN MASYARAKAT,e-jurnal.lppmunsera.org,22,18,
T3,id,id,export,Kapata Arkeologi,kapata-arkeologi.kemdikbud.go.id,22,18,deep_host
T3,id,id,export,Kedaulatan Rakyat,krjogja.com,22,18,
T3,id,id,export,Kepripedia.com,kepripedia.com,22,18,
T3,id,id,export,Kompas,print.kompas.com,22,18,subdomain_of_catalogue_domain
T3,id,id,export,Kompas,kompas.id,22,18,
T3,id,id,export,Kompas TV Jawa Timur,bctv.co.id,22,18,
T3,id,id,export,Koran Sindo,koran-sindo.com,22,18,
T3,id,id,export,Koran Tempo,koran.tempo.co,22,18,subdomain_of_catalogue_domain
T3,id,id,export,KTV,ktv.co.id,22,18,
T3,id,id,export,Madani Indonesian Journal of Civil Society,ejournal.pnc.ac.id,22,18,deep_host
T3,id,id,export,Majalah Ilmiah Biologi Biosfera: A Scientific Journal,biosfera.bio.unsoed.ac.id,22,18,deep_host
T3,id,id,export,Manglé,mangledigital.id,22,18,
T3,id,id,export,Media Indonesia,mediaindonesia.com,22,18,
T3,id,id,export,Millati: Journal of Islamic Studies and Humanities,ejournal.uinsalatiga.ac.id,22,18,deep_host
T3,id,id,export,Moji,moji.id,22,18,
T3,id,id,export,Nex Parabola,nexparabola.co.id,22,18,
T3,id,id,export,OrangeTV,orangetv.co.id,22,18,
T3,id,id,export,Panduanproperti.id,panduanproperti.id,22,18,
T3,id,id,export,Physics Journal of the IPS,jurnal.lipi.go.id,22,18,deep_host
T3,id,id,export,Pikiran Rakyat,pikiran-rakyat.com,22,18,
T3,id,id,export,PM2FAW,hot932fm.com,22,18,
T3,id,id,export,PM3FHI,ardanradio.com,22,18,
T3,id,id,export,Pos Metro Batam,posmetro.co,22,18,
T3,id,id,export,PROKAL.co,kaltara.prokal.co,22,18,
T3,id,id,export,Pubawidya: Jurnal Penelitian dan Pengembangan Arkeologi,ejournal.brin.go.id,22,18,deep_host
T3,id,id,export,Q109433603,panjimasyarakat.com,22,18,
T3,id,id,export,Q113653579,kalimantanpost.com,22,18,
T3,id,id,export,Q119084268,jasontv.co.id,22,18,
T3,id,id,export,Q121548785,bahanafm.co.id,22,18,
T3,id,id,export,Q12489702,majalahkartini.co.id,22,18,
T3,id,id,export,Q12511357,swa.co.id,22,18,
T3,id,id,export,Q126000615,pemudafm.com,22,18,
T3,id,id,export,Q129676451,ganto.co,22,18,
T3,id,id,export,Q136566598,harianterbit.com,22,18,
T3,id,id,export,Q140650758,nejournal.utarki.ac.id,22,18,deep_host
T3,id,id,export,Q27231700,mytv.co.id,22,18,
T3,id,id,export,Qudus International Journal of Islamic Studies,journal.stainkudus.ac.id,22,18,deep_host
T3,id,id,export,Radar Banten,radarbanten.com,22,18,
T3,id,id,export,Radio Dangdut Indonesia,rdifm.co.id,22,18,
T3,id,id,export,Radio Republik Indonesia,rri.co.id,22,18,
T3,id,id,export,Rajawali Televisi,rtv.co.id,22,18,
T3,id,id,export,Rakyat Merdeka,rm.id,22,18,
T3,id,id,export,Religió: Jurnal Studi Agama-agama,religio.uinsby.ac.id,22,18,deep_host
T3,id,id,export,Republika TV,tv.republika.co.id,22,18,subdomain_of_catalogue_domain;deep_host
T3,id,id,export,Riau Pos,riaupos.jawapos.com,22,18,
T3,ie,ga,export,COMHARTaighde,comhartaighde.com,9,0,
T3,ie,ga,export,Feasta,feasta.ie,9,0,
T3,ie,ga,export,Foinse,foinse.ie,9,0,
T3,ie,ga,export,Q115954829,extrag.ie,9,0,
T3,ie,ga,export,Tuairisc.ie,tuairisc.ie,9,0,
T3,il,he,export,0404 News,0404.co.il,11,1,
T3,il,he,export,103FM,103fm.maariv.co.il,11,1,deep_host
T3,il,he,export,Adam Tsair,adamtsair.co.il,11,1,
T3,il,he,export,Another Journey,masa.co.il,11,1,
T3,il,he,export,Arutz HaYeladim,kidstv.co.il,11,1,
T3,il,he,export,Arutz Meir Kids channel,meirkids.co.il,11,1,
T3,il,he,export,Ashdod Net,ashdodnet.com,11,1,
T3,il,he,export,Assia,medethics.org.il,11,1,
T3,il,he,export,B'Sheva,besheva.co.il,11,1,
T3,il,he,export,Bamah,bamah.info,11,1,
T3,il,he,export,Bhol,bhol.co.il,11,1,
T3,il,he,export,BIAF Israel Aviation & Space Magazine,aerospace.org.il,11,1,
T3,il,he,export,Blazer,blazermagazine.co.il,11,1,
T3,il,he,export,Calcalist,calcalist.co.il,11,1,
T3,il,he,export,Chanel 16,ch16.co.il,11,1,
T3,il,he,export,Channel 1,iba.org.il,11,1,
T3,il,he,export,charlton,sport1.maariv.co.il,11,1,deep_host
T3,il,he,export,Davar,en.davar1.co.il,11,1,deep_host
T3,il,he,export,Davar,davar1.co.il,11,1,
T3,il,he,export,Disney Channel,tv.disney.co.il,11,1,deep_host
T3,il,he,export,eco99fm,eco99fm.maariv.co.il,11,1,deep_host
T3,il,he,export,Epoch,epoch.org.il,11,1,
T3,il,he,export,Erev Rav,erev-rav.com,11,1,
T3,il,he,export,Giluy Da'at,giluydaat.co.il,11,1,
T3,il,he,export,Granta in Hebrew,grantahebrew.com,11,1,
T3,il,he,export,Hagada Hasmalit,hagada.org.il,11,1,
T3,il,he,export,HaKol HaYehudi,hakolhayehudi.co.il,11,1,
T3,il,he,export,Halavluv,halavluv.com,11,1,
T3,il,he,export,HaMidrasha,beitberl.ac.il,11,1,
T3,il,he,export,HaMussach,blog.nli.org.il,11,1,deep_host
T3,il,he,export,HaOlam HaZeh,thisworld.online,11,1,
T3,il,he,export,Haredim10,ch10.co.il,11,1,
T3,il,he,export,Hashiloach,hashiloach.org.il,11,1,
T3,il,he,export,Hop! Channel,hop.co.il,11,1,
T3,il,he,export,Hot,hot.net.il,11,1,
T3,il,he,export,IDF Radio,glz.co.il,11,1,
T3,il,he,export,IsraelDefense,israeldefense.co.il,11,1,
T3,il,he,export,Israeli Sociology,israeli-sociology.sites.tau.ac.il,11,1,deep_host
T3,il,he,export,Iton 77,iton77.com,11,1,
T3,il,he,export,Iyunim,bgu.ac.il,11,1,
T3,il,he,export,Kan Reka,kan.org.il,11,1,
T3,il,he,export,Khulyot,yiddish.haifa.ac.il,11,1,deep_host
T3,il,he,export,Kol BaRama,kol-barama.co.il,11,1,
T3,il,he,export,Kol Chai,emess.co.il,11,1,
T3,il,he,export,Local Call,mekomit.co.il,11,1,
T3,il,he,export,Ma'ariv La'noar,israelhayom.co.il,11,1,
T3,il,he,export,Maariv,maariv.co.il,11,1,
T3,il,he,export,Maayan,maayanmagazine.com,11,1,
T3,il,he,export,Makan 33,makan.org.il,11,1,
T3,il,he,export,Makor Rishon,makorrishon.co.il,11,1,
T3,il,he,export,Mashiv HaRuach,mashiv.org.il,11,1,
T3,il,he,export,Mi-ta'am,benyehuda.org,11,1,
T3,il,he,export,Modi'in News,mnews.co.il,11,1,
T3,il,he,export,Music 24,mako.co.il,11,1,
T3,il,he,export,NEXT TV,nexttv.co.il,11,1,
T3,il,he,export,Nitsosot,nitsosot.co.il,11,1,
T3,il,he,export,nrg,nrg.co.il,11,1,
T3,il,he,export,Pigumim,pigumim.org.il,11,1,
T3,il,he,export,Pnai Plus,ynet.co.il,11,1,
T3,il,he,export,Portfolio Magazine,prtfl.co.il,11,1,
T3,il,he,export,Q101951320,zerockradio.com,11,1,
T3,il,he,export,Q107086699,hamekomon.co.il,11,1,
T3,il,he,export,Q112863779,hazmanhazeh.org.il,11,1,
T3,il,he,export,Q112863780,panas.org.il,11,1,
T3,il,he,export,Q12410335,hashulchan.co.il,11,1,
T3,il,he,export,Q12410440,ereverev.co.il,11,1,
T3,il,he,export,Q125536657,blackdove.co.il,11,1,
T3,il,he,export,Q20502133,law.tau.ac.il,11,1,deep_host
T3,il,he,export,Q20502341,hadashothasavua.com,11,1,
T3,il,he,export,Q25490279,asif.co.il,11,1,
T3,il,he,export,Q25491688,massehet.com,11,1,
T3,il,he,export,Q2908431,sport5.co.il,11,1,
T3,il,he,export,Q3416646,90fm.co.il,11,1,
T3,il,he,export,Q3416812,96fm.co.il,11,1,
T3,il,he,export,Q55649489,ribonut.co.il,11,1,
T3,il,he,export,Q55649557,zbengweb.co.il,11,1,
T3,il,he,export,Q55651689,in.bgu.ac.il,11,1,deep_host
T3,il,he,export,Q61125794,idf.il,11,1,
T3,il,he,export,Q6262673,kcm.co.il,11,1,
T3,il,he,export,Q6556613,tevahadvarim.co.il,11,1,
T3,il,he,export,Q6568324,scheherezade.co.il,11,1,
T3,il,he,export,Q6588699,wzo.org.il,11,1,
T3,il,he,export,Q6628033,dacenter.tau.ac.il,11,1,deep_host
T3,il,he,export,Q6657609,fm102.co.il,11,1,
T3,il,he,export,Q6660060,yomleyom.co.il,11,1,
T3,il,he,export,Q6759891,olam-katan.co.il,11,1,
T3,il,he,export,Q6759891,okn.co.il,11,1,
T3,il,he,export,Q6846557,otiyotveyeladim.co.il,11,1,
T3,il,he,export,Q6884298,timeout.co.il,11,1,
T3,il,he,export,Q6957741,bimatkedem.co.il,11,1,
T3,il,he,export,Q7012130,lahiton.com,11,1,
T3,il,he,export,Q7057154,kav-itonut.co.il,11,1,
T3,il,he,export,Q86003068,kinneret.ac.il,11,1,
T3,il,he,export,Q97211643,metalist.co.il,11,1,
T3,il,he,export,Radio Darom,radiodarom.co.il,11,1,
T3,il,he,export,Radio Lev HaMedina,91fm.co.il,11,1,
T3,il,he,export,Radio Tzafon,1045fm.maariv.co.il,11,1,deep_host
T3,il,he,export,Radio Yerushalaim,jerusalemnet.co.il,11,1,
T3,il,he,export,Radios 100FM,100fm.co.il,11,1,
T3,il,he,export,Radios Nostalgia 96.3FM,963fm.co.il,11,1,
T3,in,hi,export,Aabkari Times,aabkaritimes.com,83,7,
T3,in,hi,export,Aaj Ka Anand,aajkaanand.epapers.in,83,7,
T3,in,hi,export,Aaj Samaj,aajsamaaj.com,83,7,
T3,in,bn,export,Aajkaal,aajkaal.net,83,15,
T3,in,hi,export,Agniban,epaper.agniban.com,83,7,
T3,in,as,export,Amar Asom,amarasom.glpublications.in,83,0,
T3,in,te,export,Andhra Bhoomi,andhrabhoomi.net,83,6,
T3,in,te,export,Andhra Jyothy,andhrajyothy.com,83,6,
T3,in,te,export,Andhra Patrika,andhrapatrika.in,83,6,
T3,in,te,export,Andhra Prabha,prabhanews.com,83,6,
T3,in,hi,export,Anusandhan Vigyan Shodh Patrika,bsnvpgcollege.in,83,7,
T3,in,as,export,Asomiya Khabar,assamiyakhabor.com,83,0,
T3,in,as,export,Asomiya Pratidin,asomiyapratidin.in,83,0,
T3,in,ur,export,Avadhnama,avadhnama.com,83,5,
T3,in,bn,export,Bartaman,bartamanpatrika.com,83,15,
T3,in,gu,export,Bombay Samachar,bombaysamachar.com,83,0,
T3,in,gu,export,Chitralekha,chitralekha.com,83,0,
T3,in,ml,export,Club FM,clubfm.in,83,6,
T3,in,hi,export,CNBC Awaaz,hindi.moneycontrol.com,83,7,subdomain_of_catalogue_domain
T3,in,mr,export,Colors Marathi,colorsmarathi.com,83,3,
T3,in,ta,export,Colors Tamil,colorstamil.in,83,5,
T3,in,mr,export,Daily Aikya,epaperdainikaikya.com,83,3,
T3,in,hi,export,Daily Chhattisgarh,dailychhattisgarh.com,83,7,
T3,in,bn,export,Daily Desher Katha,dailydesherkatha.com,83,15,
T3,in,hi,export,Daily Hindi Milap,hindimilap.in,83,7,
T3,in,hi,export,Daily News Activist,dailynewsactivist.com,83,7,
T3,in,hi,export,Dainik Agniban,agniban.com,83,7,
T3,in,as,export,Dainik Agradoot,dainikagradoot.com,83,0,
T3,in,as,export,Dainik Asam,dainikasam.assamtribune.com,83,0,
T3,in,as,export,Dainik Janambhumi,dainikjanambhumi.co.in,83,0,
T3,in,hi,export,Dainik Janwani,janwani.in,83,7,
T3,in,bn,export,Dainik Jugashankha,jugasankha.in,83,15,
T3,in,bn,export,Dainik Nababarta Prasanga,nababartaprasanga.com,83,15,
T3,in,hi,export,Dainik Navajyoti,dainiknavajyoti.com,83,7,
T3,in,hi,export,Dainik Purvoday,dainikpurvoday.com,83,7,
T3,in,hi,export,Dainik Savera Times,dainiksaveratimes.org,83,7,
T3,in,bn,export,Dainik Statesman,epaper.thestatesman.com,83,15,
T3,in,hi,export,Dakshin Bharat Rashtramat,epaper.dakshinbharat.com,83,7,
T3,in,bn,export,DD Tripura,ddktripura.tv,83,15,
T3,in,hi,export,Delhi Aaj Tak,aajtak.intoday.in,83,7,
T3,in,ml,export,Deshabhimani,deshabhimani.com,83,6,
T3,in,hi,export,Deshbandhu,deshbandhu.co.in,83,7,
T3,in,mr,export,Deshdoot,deshdoot.com,83,3,
T3,in,mr,export,Deshonnati,epaper.deshonnati.com,83,3,
T3,in,or,export,Dharitri,dharitri.com,83,0,
T3,in,ta,export,Dina Thanthi,dailythanthi.com,83,5,
T3,in,ta,export,Dinakaran,dinakaran.com,83,5,
T3,in,ta,export,Dinamalar,dinamalar.com,83,5,
T3,in,ta,export,Dinamani,dinamani.com,83,5,
T3,in,gu,export,Divya Bhaskar,divyabhaskar.co.in,83,0,
T3,in,hi,export,Divya Himachal,divyahimachal.com,83,7,
T3,in,mr,export,Divya Marathi,divyamarathi.bhaskar.com,83,3,subdomain_of_catalogue_domain
T3,in,hi,export,Dopahar,epaper.dopaharmetro.com,83,7,
T3,in,as,export,DY365,dy365.in,83,0,
T3,in,bn,export,Ebela,ebela.in,83,15,
T3,in,bn,export,Ekdin,epaper.ekdin.info,83,15,
T3,in,as,export,Gana Adhikar,ganaadhikar.com,83,0,
T3,in,bn,export,Ganadabi,ganadabi.com,83,15,
T3,in,bn,export,Ganashakti,ganashakti.com,83,15,
T3,in,ml,export,General,generaldaily.com,83,6,
T3,in,ml,export,Global Radio 91.2 FM,globalradio.in,83,6,
T3,in,gu,export,Gujarat Guardian,gujaratguardian.in,83,0,
T3,in,gu,export,Gujarat Mitra,gujaratmitra.in,83,0,
T3,in,gu,export,Gujarat Samachar,gujaratsamachar.com,83,0,
T3,in,gu,export,Gujarati Midday,gujaratimidday.com,83,0,
T3,in,kn,export,Hai Bangalore,citytoday.news,83,3,
T3,in,hi,export,Hari Bhoomi,haribhoomi.com,83,7,
T3,in,ne,export,Himalaya Darpan,epaperhimalayadarpan.com,83,2,
T3,in,ur,export,Hind Samachar,hindsamachar.in,83,5,
T3,in,hi,export,Hindmata Mirror,hindmatamirror.in,83,7,
T3,in,hi,export,Hindustan Dainik,epaper.livehindustan.com,83,7,
T3,in,hi,export,Hindustan Dainik,livehindustan.com,83,7,
T3,in,kn,export,Hosa Digantha,hosadigantha.in,83,3,
T3,in,hi,export,Inext,inextlive.com,83,7,
T3,in,hi,export,Ishq 104.8 FM,ishq.com,83,7,
T3,in,ur,export,Jadeed Indinon,jadeedindinon.net,83,5,
T3,in,pa,export,Jag Bani,jagbani.punjabkesari.in,83,0,
T3,in,gu,export,Jagat Darpan,jagatdarpan.weebly.com,83,0,
T3,in,bn,export,Jago Bangla,aitmc.org,83,15,
T3,in,bn,export,Jago Bangla,epaper.jagobangla.in,83,15,
T3,in,gu,export,Jai Hind,jaihindnewspaper.com,83,0,
T3,in,hi,export,Jan Morcha,janmorcha.in,83,7,
T3,in,or,export,Janabadi,janabadi.in,83,0,
T3,in,te,export,Janam Sakshi,janamsakshi.org,83,6,
T3,in,as,export,Janasadharan,janasadharan.in,83,0,
T3,in,kn,export,Janathavani,janathavani.com,83,3,
T3,in,ml,export,Janayugom,janayugomonline.com,83,6,
T3,in,gu,export,Janmabhoomi,epaper.janmabhoominewspapers.com,83,0,
T3,in,ml,export,Janmabhumi,janmabhumidaily.com,83,6,
T3,in,hi,export,Jansandesh Times,jansandeshtimes.net,83,7,
T3,in,hi,export,Jansatta,jansatta.com,83,7,
T3,in,hi,export,Jat Gazette,jatgazette.in,83,7,
T3,in,bn,export,Kalantar,bengalbyte.in,83,15,
T3,in,kn,export,Kannada Prabha,kannadaprabha.com,83,3,
T3,in,kn,export,Kannada Times,kannadatimes.com,83,3,
T3,in,kn,export,Karavali Ale,karavaliale.net,83,3,
T3,in,kn,export,Karavali Munjavu,karavalimunjavu.com,83,3,
T3,in,kn,export,Karnataka Malla,karnatakamalla.com,83,3,
T3,in,ml,export,Kerala Kaumudi,keralakaumudi.com,83,6,
T3,in,ml,export,Keraleeyam,keraleeyammasika.com,83,6,
T3,ir,fa,export,Aftab Yazd,aftabeyazd.ir,18,11,
T3,ir,fa,export,Al-Ahvaz TV,al-ahvaz.ir,18,11,
T3,ir,fa,export,Al-Kawthar TV,alkawthartv.ir,18,11,
T3,ir,hy,export,Alik,alikonline.ir,18,1,
T3,ir,fa,export,Analytical and Numerical Methods in Mining Engineering,anm.yazd.ac.ir,18,11,deep_host
T3,ir,fa,export,Applied Research on English Language,are.ui.ac.ir,18,11,deep_host
